AZQ,Olive-striped Flycatcher,Mionectes olivaceus,,1/8/98,Ecuador,Zamora Chinchipe,,,Rio Bombuscaro,,,,,,
BRX,Orange-billed Sparrow,Arremon aurantiirostris,,1/8/98,Ecuador,Zamora Chinchipe,,,Rio Bombuscaro,,,,,,
PZP,Pale-eyed Thrush,Turdus leucops,,1/8/98,Ecuador,Zamora Chinchipe,,,Rio Bombuscaro,,,,,,
VDU,Paradise Tanager,Tangara chilensis,,1/8/98,Ecuador,Zamora Chinchipe,,,Rio Bombuscaro,,,,,,
JHX,Plumbeous Pigeon,Patagioenas plumbea,,1/8/98,Ecuador,Zamora Chinchipe,,,Rio Bombuscaro,,,,,"Ridgely and Greenfield denote bogotensis subspp as eastern one, with pallescens in SE",
GWU,Red-billed Parrot,Pionus sordidus,,1/8/98,Ecuador,Zamora Chinchipe,,,Rio Bombuscaro,,,,,,
ATU,Red-headed Barbet,Eubucco bourcierii,,1/8/98,Ecuador,Zamora Chinchipe,,,Rio Bombuscaro,,,,,,
MTN,Scarlet-breasted Fruiteater,Pipreola frontalis,,1/8/98,Ecuador,Zamora Chinchipe,,,Rio Bombuscaro,,,,,,
AZT,Slaty-capped Flycatcher,Leptopogon superciliaris,,1/8/98,Ecuador,Zamora Chinchipe,,,Rio Bombuscaro,,,,,,
AUT,Smoky-brown Woodpecker,Dryobates fumigatus,,1/8/98,Ecuador,Zamora Chinchipe,,,Rio Bombuscaro,,,,,,
SPSA,Spotted Sandpiper,Actitis macularius,,1/8/98,Ecuador,Zamora Chinchipe,,,Rio Bombuscaro,,,,,,
AWD,Streaked Xenops,Xenops rutilans,,1/8/98,Ecuador,Zamora Chinchipe,,,Rio Bombuscaro,,,,,,
BQX,Swallow Tanager,Tersina viridis,,1/8/98,Ecuador,Zamora Chinchipe,,,Rio Bombuscaro,,,,,,
AWP,Wedge-billed Woodcreeper,Glyphorynchus spirurus,,1/8/98,Ecuador,Zamora Chinchipe,,,Rio Bombuscaro,,,,,,
WEWP,Western Wood-Pewee,Contopus sordidulus,,1/8/98,Ecuador,Zamora Chinchipe,,,Rio Bombuscaro,,,,,,
BHQ,White-breasted Wood-Wren,Henicorhina leucosticta,,1/8/98,Ecuador,Zamora Chinchipe,,,Rio Bombuscaro,,,,,,
QCD,White-necked Thrush,Turdus albicollis,,1/8/98,Ecuador,Zamora Chinchipe,,,Rio Bombuscaro,,,,,,
BQB,White-winged Tanager,Piranga leucoptera,,1/8/98,Ecuador,Zamora Chinchipe,,,Rio Bombuscaro,,,,,,
BRA,Buff-throated Saltator,Saltator maximus,,1/8/98,Ecuador,Zamora Chinchipe,,,Rio Bombuscaro,,,,,Pinas too,
MJH,Ornate Flycatcher,Myiotriccus ornatus,,1/8/98,Ecuador,Zamora Chinchipe,,,Rio Bombuscaro,,,,,,
MJH,Ornate Flycatcher,Myiotriccus ornatus,,1/8/98,Ecuador,El Oro,,,Pinas (Buenaventura),,,,,,
BPL,Palm Tanager,Thraupis palmarum,,1/8/98,Ecuador,El Oro,,,Pinas (Buenaventura),,,,,,
BPL,Palm Tanager,Thraupis palmarum,,1/8/98,Ecuador,Zamora Chinchipe,,,Rio Bombuscaro,,,,,,
BQS,Yellow-throated Chlorospingus,Chlorospingus flavigularis,,1/8/98,Ecuador,Zamora Chinchipe,,,Rio Bombuscaro,,,,,,
BQS,Yellow-throated Chlorospingus,Chlorospingus flavigularis,,1/8/98,Ecuador,El Oro,,,Pinas (Buenaventura),,,,,,
VJE,Band-tailed Sierra-Finch,Porphyrospiza alaudina,,1/8/98,Ecuador,Loja,,,Tumbesian areas,,,,,,
BLVU,Black Vulture,Coragyps atratus,,1/8/98,Ecuador,Loja,,,Tumbesian areas,,,,,,
AHL,Eared Dove,Zenaida auriculata,,1/8/98,Ecuador,Loja,,,Tumbesian areas,,,,,,
JMC,Ecuadorian Ground Dove,Columbina buckleyi,,1/8/98,Ecuador,Loja,,,Tumbesian areas,,,,,,
QVN,Long-tailed Mockingbird,Mimus longicaudatus,,1/8/98,Ecuador,Loja,,,Tumbesian areas,,,,,,
GVK,Pacific Parrotlet,Forpus coelestis,,1/8/98,Ecuador,Loja,,,Tumbesian areas,,,,,,
BTE,Saffron Finch,Sicalis flaveola,,1/8/98,Ecuador,Loja,,,Tumbesian areas,,,,,,
EDJ,Scarlet-backed Woodpecker,Dryobates callonotus,,1/8/98,Ecuador,Loja,,,Tumbesian areas,,,,,,
MGC,Tawny-crowned Pygmy-Tyrant,Euscarthmus meloryphus,,1/8/98,Ecuador,Loja,,,Tumbesian areas,,,,,,
BJB,Tropical Gnatcatcher,Polioptila plumbea,,1/8/98,Ecuador,Loja,,,Tumbesian areas,,,,,,
TUVU,Turkey Vulture,Cathartes aura,,1/8/98,Ecuador,Loja,,,Tumbesian areas,,,,,,
VEFL,Vermilion Flycatcher,Pyrocephalus rubinus,,1/8/98,Ecuador,Loja,,,Tumbesian areas,,,,,,
VAZ,Chestnut-winged Cinclodes,Cinclodes albidiventris,,11/11/06,Ecuador,Pichincha,,,Cayambe Coca Reserve,,,,,,
JMN,Black-winged Ground Dove,Metriopelia melanoptera,,11/11/06,Ecuador,Pichincha,,,Cayambe Coca Reserve,,,,,,
VHZ,Plumbeous Sierra-Finch,Geospizopsis unicolor,,11/11/06,Ecuador,Pichincha,,,Cayambe Coca Reserve,,,,,,
HNT,Sword-billed Hummingbird,Ensifera ensifera,,11/11/06,Ecuador,Pichincha,,,Cayambe Coca Reserve,,,,,,
HNA,Shining Sunbeam,Aglaeactis cupripennis,,11/11/06,Ecuador,Pichincha,,,Cayambe Coca Reserve,,,,,,
MME,Red-rumped Bush-Tyrant,Cnemarchus erythropygius,,11/11/06,Ecuador,Pichincha,,,Cayambe Coca Reserve,,,,,,
VPJ,Golden Grosbeak,Pheucticus chrysogaster,,11/11/06,Ecuador,Pichincha,,,Guallyabamba,,,,,,
HOX,Black-tailed Trainbearer,Lesbia victoriae,,11/11/06,Ecuador,Pichincha,,,Quito,,,,,,
VCU,Golden-rumped Euphonia,Euphonia cyanocephala,,11/11/06,Ecuador,Pichincha,,,Quito,,,,,,
HEU,Sparkling Violetear,Colibri coruscans,,11/11/06,Ecuador,Pichincha,,,Quito,,,,,,
WTDO,White-tipped Dove,Leptotila verreauxi,,11/11/06,Ecuador,Pichincha,,,Quito,,,,,,
HKO,Andean Emerald,Amazilia franciae,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
PYV,Andean Solitaire,Myadestes ralloides,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
AJZ,Barred Parakeet,Bolborhynchus lineola,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
OVM,Beautiful Jay,Cyanolyca pulchra,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
HNJ,Brown Inca,Coeligena wilsoni,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
BMC,Brown-capped Vireo,Vireo leucophrys,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
AVY,Buff-fronted Foliage-gleaner,Philydor rufum,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
HNW,Buff-tailed Coronet,Boissonneaua flavescens,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
UXE,Dusky Chlorospingus,Chlorospingus semifuscus,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
HMD,Empress Brilliant,Heliodoxa imperatrix,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
HML,Fawn-breasted Brilliant,Heliodoxa rubinoides,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
VEJ,Flame-faced Tanager,Tangara parzudakii,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
MJJ,Flavescent Flycatcher,Myiophobus flavicans,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
ASO,Golden-headed Quetzal,Pharomachrus auriceps,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
AUX,Golden-olive Woodpecker,Colaptes rubiginosus,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
HOC,Gorgeted Sunangel,Heliangelus strophianus,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
BHR,Gray-breasted Wood-Wren,Henicorhina leucophrys,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
AVV,Lineated Foliage-gleaner,Syndactyla subalaris,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
BWI,Streak-headed Antbird,Drymophila striaticeps,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
EUG,Masked Trogon,Trogon personatus,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
AIK,Montane Woodcreeper,Lepidocolaptes lacrymiger,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
NTT,Moustached Antpitta,Grallaria alleni,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
AYV,Nariño Tapaculo,Scytalopus vicinior,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
ANL,Oilbird,Steatornis caripensis,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
UQY,Olive Finch,Arremon castaneiceps,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
BMZ,Olive-crowned Yellowthroat,Geothlypis semiflava,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
BCW,One-colored Becard,Pachyramphus homochrous,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
SSHA,Sharp-shinned Hawk,Accipiter striatus,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,Ridgely and Greenfield treat as separate sp. Plain-breasted Hawk,
ENO,Plate-billed Mountain-Toucan,Andigena laminirostris,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
AVN,Red-faced Spinetail,Cranioleuca erythrops,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
AQN,Rufous-tailed Hummingbird,Amazilia tzacatl,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
UVE,Russet-crowned Warbler,Myiothlypis coronata,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
AVW,Scaly-throated Foliage-gleaner,Anabacerthia variegaticeps,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
SLAR,Slate-throated Redstart,Myioborus miniatus,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
BJU,Slaty-backed Nightingale-Thrush,Catharus fuscater,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
GUJ,Spillmann's Tapaculo,Scytalopus spillmanni,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
AVQ,Spotted Barbtail,Premnoplex brunnescens,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
HCY,Tawny-bellied Hermit,Phaethornis syrmatophorus,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
EMR,Toucan Barbet,Semnornis ramphastinus,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
NRA,Tyrannine Woodcreeper,Dendrocincla tyrannina,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
HNY,Velvet-purple Coronet,Boissonneaua jardini,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
HPX,Violet-tailed Sylph,Aglaiocercus coelestis,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
BVC,Yellow-bellied Siskin,Spinus xanthogastrus,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
NUH,Yellow-breasted Antpitta,Grallaria flavotincta,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
ENZ,Choco Toucan,Ramphastos brevis,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
BYR,Ecuadorian Thrush,Turdus maculirostris,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
ACB,Gray-headed Kite,Leptodon cayanensis,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
REVI,Red-eyed Vireo,Vireo olivaceus,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
EVW,Rufous Motmot,Baryphthengus martii,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
AZZ,Scale-crested Pygmy-Tyrant,Lophotriccus pileatus,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
AYY,Sooty-headed Tyrannulet,Phyllomyias griseiceps,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
AFY,Stripe-throated Hermit,Phaethornis striigularis,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
AOQ,White-necked Jacobin,Florisuga mellivora,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
DDS,Wattled Guan,Aburria aburri,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
AOR,Brown Violetear,Colibri delphinae,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
HRM,White-bellied Woodstar,Chaetocercus mulsant,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
ATX,Collared Aracari,Pteroglossus torquatus,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,Ridgely and Greenfield consider separate sp Pale-Mandibled Aracari,
EGR,Guayaquil Woodpecker,Campephilus gayaquilensis,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
AWX,Spotted Woodcreeper,Xiphorhynchus erythropygius,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
AWZ,Streak-headed Woodcreeper,Lepidocolaptes souleyetii,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
AXZ,Dusky Antbird,Cercomacroides tyrannina,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
BRI,Zeledon's Antbird,Hafferia zeledoni,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
AYO,Rufous-breasted Antthrush,Formicarius rufipectus,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
AZM,Lesser Elaenia,Elaenia chiriquensis,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
MDX,Rufous-winged Tyrannulet,Mecocerculus calopterus,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
BBS,Rufous Mourner,Rhytipterna holerythra,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
DCFL,Dusky-capped Flycatcher,Myiarchus tuberculifer,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
UXT,Black-eared Hemispingus,Sphenopsis melanotis,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,Ridgely and Greenfield consider separate sp Western Hemispingus; also at Septimo Paraiso,
BQH,Flame-rumped Tanager,Ramphocelus flammigerus,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,Ridgely and Greenfield consider separate sp Lemon-Rumped Tanager,
HHT,Variable Seedeater,Sporophila corvina,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
BSP,Blue Seedeater,Amaurospiza concolor,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
VNJ,Band-tailed Seedeater,Catamenia analis,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
ALQ,Squirrel Cuckoo,Piaya cayana,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
UQB,Tricolored Brushfinch,Atlapetes tricolor,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
DDA,Andean Guan,Penelope montagnii,,11/11/06,Ecuador,Pichincha,,,Yanacocha,,,,,,
HNG,Great Sapphirewing,Pterophanes cyanopterus,,11/11/06,Ecuador,Pichincha,,,Yanacocha,,,,,,
ARH,Green-crowned Brilliant,Heliodoxa jacula,,11/11/06,Ecuador,Pichincha,,,Yanacocha,,,,,,
HOL,Sapphire-vented Puffleg,Eriocnemis luciani,,11/11/06,Ecuador,Pichincha,,,Yanacocha,,,,,,
BLVU,Black Vulture,Coragyps atratus,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
TUVU,Turkey Vulture,Cathartes aura,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
BTPI,Band-tailed Pigeon,Patagioenas fasciata,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
JHX,Plumbeous Pigeon,Patagioenas plumbea,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
GWU,Red-billed Parrot,Pionus sordidus,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
WCSW,White-collared Swift,Streptoprocne zonaris,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
ANO,Chestnut-collared Swift,Streptoprocne rutila,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
HLY,Speckled Hummingbird,Adelomyia melanogenys,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
HNL,Collared Inca,Coeligena torquata,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
HOW,Booted Racket-tail,Ocreatus underwoodii,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
EMV,Crimson-rumped Toucanet,Aulacorhynchus haematopygus,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
EEG,Crimson-mantled Woodpecker,Colaptes rivolii,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
EGL,Powerful Woodpecker,Campephilus pollens,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
NKB,Azara's Spinetail,Synallaxis azarae,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
NOS,Streaked Tuftedcheek,Pseudocolaptes boissonneautii,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
NOM,Pearled Treerunner,Margarornis squamiger,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
MDV,White-tailed Tyrannulet,Mecocerculus poecilocercus,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
LZE,Streak-necked Flycatcher,Mionectes striaticollis,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
MGE,Marble-faced Bristle-Tyrant,Phylloscartes ophthalmicus,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
LZR,Rufous-headed Pygmy-Tyrant,Pseudotriccus ruficeps,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
MJH,Ornate Flycatcher,Myiotriccus ornatus,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
MKM,Smoke-colored Pewee,Contopus fumigatus,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
BCM,Golden-crowned Flycatcher,Myiodynastes chrysocephalus,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
BCU,Black-and-white Becard,Pachyramphus albogriseus,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
MVJ,Andean Cock-of-the-rock,Rupicola peruvianus,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
HOWR,House Wren,Troglodytes aedon,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
RAJ,Mountain Wren,Troglodytes solstitialis,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
BLBW,Blackburnian Warbler,Setophaga fusca,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
BNP,Three-striped Warbler,Basileuterus tristriatus,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
UWM,Capped Conebill,Conirostrum albifrons,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
VOO,Masked Flowerpiercer,Diglossa cyanea,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
VNZ,White-sided Flowerpiercer,Diglossa albilatera,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
BPH,Orange-bellied Euphonia,Euphonia xanthogaster,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
VED,Golden Tanager,Tangara arthus,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
VEZ,Metallic-green Tanager,Tangara labradorides,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
VGH,Beryl-spangled Tanager,Tangara nigroviridis,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
VBS,Blue-winged Mountain-Tanager,Anisognathus somptuosus,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
VBA,Blue-capped Tanager,Thraupis cyanocephala,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
BTT,Rufous-collared Sparrow,Zonotrichia capensis,,11/11/06,Ecuador,Pichincha,,,Reserva Las Gralarias,,,,,,
CAEG,Cattle Egret,Bubulcus ibis,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
ATU,Red-headed Barbet,Eubucco bourcierii,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
AXU,Slaty Antwren,Myrmotherula schisticolor,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
TRKI,Tropical Kingbird,Tyrannus melancholicus,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
SWTH,Swainson's Thrush,Catharus ustulatus,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
BEJ,Southern Rough-winged Swallow,Stelgidopteryx ruficollis,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
TRPA,Tropical Parula,Setophaga pitiayumi,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
BQX,Swallow Tanager,Tersina viridis,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
BPJ,Blue-gray Tanager,Thraupis episcopus,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
BPL,Palm Tanager,Thraupis palmarum,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
SUTA,Summer Tanager,Piranga rubra,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
BQS,Yellow-throated Chlorospingus,Chlorospingus flavigularis,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
BRA,Buff-throated Saltator,Saltator maximus,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
HHT,Variable Seedeater,Sporophila corvina,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
VNJ,Band-tailed Seedeater,Catamenia analis,,11/11/06,Ecuador,Pichincha,,,Reserva Septimo Paraiso,,,,,,
YTWA,Yellow-throated Warbler,Setophaga dominica,,4/25/13,USA,Nebraska,,,Fontanelle Forest,,,,,singing from tops of sycamores in floodplain,
LALO,Lapland Longspur,Calcarius lapponicus,,1/14/99,USA,MN,,,Minneapolis,,,,,,
DEJU,Dark-eyed Junco,Junco hyemalis,,1/14/99,USA,MN,,,Minneapolis,,,,,,
ATSP,American Tree Sparrow,Spizelloides arborea,,1/14/99,USA,MN,,,Minneapolis,,,,,,
BAEA,Bald Eagle,Haliaeetus leucocephalus,,1/14/99,USA,MN,,,Minneapolis,,,,,,
AMGO,American Goldfinch,Spinus tristis,,1/14/99,USA,MN,,,Minneapolis,,,,,,
PISI,Pine Siskin,Spinus pinus,,1/14/99,USA,MN,,,Minneapolis,,,,,,
RBWO,Red-bellied Woodpecker,Melanerpes carolinus,,1/14/99,USA,MN,,,Minneapolis,,,,,,
GGOW,Great Gray Owl,Strix nebulosa,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,"N of Two Harbors, Mile 32",
PIGR,Pine Grosbeak,Pinicola enucleator,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
CORA,Common Raven,Corvus corax,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
BCCH,Black-capped Chickadee,Poecile atricapillus,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
GRAJ,Canada Jay,Perisoreus canadensis,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
RECR,Red Crossbill,Loxia curvirostra,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
BBWO,Black-backed Woodpecker,Picoides arcticus,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
SPGR,Spruce Grouse,Falcipennis canadensis,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
PUFI,Purple Finch,Haemorhous purpureus,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
RBNU,Red-breasted Nuthatch,Sitta canadensis,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
WWCR,White-winged Crossbill,Loxia leucoptera,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
RBME,Red-breasted Merganser,Mergus serrator,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
COGO,Common Goldeneye,Bucephala clangula,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
AMCR,American Crow,Corvus brachyrhynchos,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
BLJA,Blue Jay,Cyanocitta cristata,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
EUST,European Starling,Sturnus vulgaris,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
RODO,Rock Pigeon,Columba livia,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
RLHA,Rough-legged Hawk,Buteo lagopus,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
DOWO,Downy Woodpecker,Dryobates pubescens,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
GLGU,Glaucous Gull,Larus hyperboreus,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
HERG,Herring Gull,Larus argentatus,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
ICGU,Iceland Gull,Larus glaucoides,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
ICGU,Iceland Gull,Larus glaucoides,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
CORE,Common Redpoll,Acanthis flammea,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
RBGU,Ring-billed Gull,Larus delawarensis,,1/14/99,USA,MN,,,Duluth & Two Harbors N,,,,,,
